,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
23692,34,management,single,secondary,no,1863,no,no,cellular,28,aug,143,1,-1,0,unknown,0
44112,27,admin.,single,secondary,no,914,no,no,cellular,8,jul,131,2,-1,0,unknown,0
20509,30,management,married,secondary,no,850,no,no,cellular,12,aug,507,2,-1,0,unknown,1
33011,46,blue-collar,married,secondary,no,961,yes,no,telephone,17,apr,48,2,-1,0,unknown,0
38070,37,services,married,secondary,no,20,yes,no,telephone,14,may,151,5,-1,0,unknown,0
40391,45,management,married,tertiary,no,1529,no,no,cellular,30,jun,160,1,-1,0,unknown,0
20624,31,management,single,tertiary,no,1858,no,no,cellular,12,aug,453,3,-1,0,unknown,1
26684,31,unemployed,married,primary,no,3837,no,no,cellular,20,nov,340,1,-1,0,unknown,0
30334,50,blue-collar,married,secondary,yes,-812,no,yes,cellular,5,feb,8,8,-1,0,unknown,0
38492,37,entrepreneur,single,secondary,no,-22,yes,no,cellular,15,may,317,1,-1,0,unknown,1
26176,32,technician,married,secondary,no,344,yes,no,cellular,20,nov,179,1,197,1,failure,0
4424,40,technician,married,secondary,no,1259,no,no,unknown,20,may,234,5,-1,0,unknown,0
32444,41,blue-collar,married,secondary,no,433,yes,no,cellular,16,apr,75,1,-1,0,unknown,0
16583,34,technician,married,tertiary,no,4,yes,no,telephone,24,jul,70,1,-1,0,unknown,0
4560,42,management,married,tertiary,no,0,no,no,unknown,20,may,66,12,-1,0,unknown,0
23892,33,services,married,secondary,no,233,no,no,cellular,29,aug,155,2,-1,0,unknown,0
8236,31,blue-collar,married,secondary,no,-282,yes,yes,unknown,2,jun,108,1,-1,0,unknown,0
32053,38,admin.,married,secondary,no,766,yes,no,cellular,14,apr,461,2,335,1,failure,0
17822,43,entrepreneur,single,tertiary,no,744,no,yes,cellular,29,jul,619,4,-1,0,unknown,0
42336,35,technician,married,secondary,no,4922,yes,no,cellular,17,nov,393,4,201,17,other,1
34078,53,blue-collar,married,secondary,no,6112,no,no,cellular,30,apr,211,1,86,1,success,0
25057,46,blue-collar,married,primary,no,771,yes,no,cellular,18,nov,708,1,-1,0,unknown,0
20549,34,technician,single,tertiary,no,23919,no,no,cellular,12,aug,384,2,-1,0,unknown,0
15238,27,services,married,secondary,no,0,yes,no,cellular,17,jul,991,5,-1,0,unknown,1
21075,59,management,married,secondary,no,1021,no,no,cellular,14,aug,89,2,-1,0,unknown,0
12105,44,management,married,tertiary,no,786,yes,no,unknown,20,jun,15,7,-1,0,unknown,0
40905,26,services,single,secondary,no,50,yes,no,cellular,12,aug,153,1,-1,0,unknown,0
29687,56,blue-collar,married,primary,no,284,no,yes,telephone,3,feb,124,4,204,4,failure,0
15609,28,technician,married,tertiary,no,739,yes,no,cellular,21,jul,316,1,-1,0,unknown,0
25133,31,admin.,single,secondary,no,2076,no,yes,cellular,18,nov,178,1,127,7,other,0
2218,41,blue-collar,married,primary,no,1052,yes,yes,unknown,12,may,335,1,-1,0,unknown,0
19438,52,technician,married,secondary,no,1815,no,no,cellular,6,aug,131,3,-1,0,unknown,0
8805,25,blue-collar,single,secondary,no,2,no,no,unknown,4,jun,264,2,-1,0,unknown,0
21102,32,management,single,tertiary,no,1512,no,yes,cellular,14,aug,133,4,-1,0,unknown,0
4228,52,self-employed,married,secondary,no,6353,yes,yes,unknown,19,may,361,2,-1,0,unknown,0
26682,32,blue-collar,single,primary,no,121,yes,no,cellular,20,nov,758,1,-1,0,unknown,1
1945,29,admin.,single,secondary,no,43,yes,no,unknown,9,may,179,2,-1,0,unknown,0
34096,27,blue-collar,single,primary,no,3342,yes,no,cellular,30,apr,761,2,330,4,failure,0
568,34,blue-collar,married,secondary,no,0,no,no,unknown,6,may,195,1,-1,0,unknown,0
20822,45,technician,married,secondary,no,144,no,no,cellular,13,aug,299,4,-1,0,unknown,0
43098,33,unemployed,single,primary,no,396,no,no,cellular,22,feb,382,3,-1,0,unknown,0
31758,56,technician,married,secondary,no,2847,no,no,cellular,8,apr,327,1,-1,0,unknown,1
24409,41,technician,divorced,secondary,no,0,yes,no,cellular,17,nov,386,2,-1,0,unknown,0
40364,31,technician,married,secondary,no,660,no,no,cellular,22,jun,115,1,-1,0,unknown,0
35475,38,management,married,unknown,no,546,yes,no,cellular,7,may,437,3,351,2,failure,0
24793,34,management,married,tertiary,no,0,yes,no,cellular,18,nov,244,1,-1,0,unknown,0
40734,23,student,single,secondary,no,0,no,no,cellular,7,aug,217,1,99,7,success,1
17798,40,housemaid,married,primary,no,224,yes,no,cellular,29,jul,138,3,-1,0,unknown,0
12166,37,services,single,primary,no,3715,yes,no,unknown,20,jun,6,17,-1,0,unknown,0
17056,51,entrepreneur,married,secondary,no,2156,yes,no,cellular,25,jul,84,3,-1,0,unknown,0
34799,51,management,married,tertiary,no,437,yes,no,cellular,6,may,109,1,-1,0,unknown,0
8992,38,blue-collar,married,secondary,no,-3,no,yes,unknown,5,jun,172,1,-1,0,unknown,0
26593,31,self-employed,single,tertiary,yes,-282,yes,no,cellular,20,nov,131,3,-1,0,unknown,0
28996,40,services,married,secondary,no,0,yes,yes,cellular,2,feb,226,2,-1,0,unknown,0
8336,29,management,married,secondary,no,0,yes,no,unknown,2,jun,85,4,-1,0,unknown,0
27653,43,entrepreneur,married,primary,no,346,yes,no,cellular,21,nov,9,5,-1,0,unknown,0
34602,44,unemployed,married,secondary,no,0,no,no,cellular,5,may,398,2,165,4,failure,0
38040,33,services,married,secondary,no,968,yes,no,cellular,14,may,204,5,-1,0,unknown,0
1050,45,technician,married,secondary,no,118,yes,no,unknown,7,may,208,2,-1,0,unknown,0
25758,58,blue-collar,married,secondary,no,590,no,yes,cellular,19,nov,136,1,167,1,failure,0
44829,37,management,divorced,tertiary,no,488,yes,no,cellular,17,sep,328,1,854,2,failure,1
29349,32,technician,single,tertiary,no,1534,no,no,cellular,2,feb,199,2,-1,0,unknown,0
16942,45,management,married,tertiary,no,634,yes,no,cellular,25,jul,227,1,-1,0,unknown,0
19813,33,management,single,tertiary,no,1909,no,no,cellular,8,aug,191,2,-1,0,unknown,0
14813,56,blue-collar,married,secondary,no,-199,no,yes,cellular,16,jul,428,2,-1,0,unknown,0
17614,43,entrepreneur,married,tertiary,no,210,no,no,cellular,29,jul,646,2,-1,0,unknown,0
13555,56,blue-collar,married,primary,yes,-160,no,no,cellular,9,jul,96,2,-1,0,unknown,0
544,40,unemployed,single,secondary,no,11,yes,no,unknown,6,may,43,1,-1,0,unknown,0
16443,35,blue-collar,married,secondary,no,74,no,no,cellular,23,jul,248,2,-1,0,unknown,0
38157,52,blue-collar,divorced,primary,no,-100,yes,no,cellular,15,may,7,4,340,15,other,0
1887,54,blue-collar,married,primary,no,781,yes,no,unknown,9,may,103,2,-1,0,unknown,0
32908,28,blue-collar,single,secondary,no,1106,yes,no,cellular,17,apr,73,2,-1,0,unknown,0
10010,41,management,single,tertiary,no,1113,yes,yes,unknown,9,jun,388,12,-1,0,unknown,0
43839,57,management,divorced,unknown,no,2986,no,no,unknown,1,jun,1563,1,166,3,success,0
20780,52,management,divorced,tertiary,no,95,no,no,cellular,13,aug,91,2,-1,0,unknown,0
23109,31,management,married,tertiary,no,392,no,no,cellular,26,aug,119,3,-1,0,unknown,0
35372,50,management,married,secondary,no,0,yes,yes,cellular,7,may,55,1,-1,0,unknown,0
37209,40,blue-collar,married,secondary,no,1023,yes,no,cellular,13,may,64,5,336,11,other,0
9502,37,entrepreneur,married,tertiary,no,342,yes,no,unknown,6,jun,212,1,-1,0,unknown,0
26052,55,entrepreneur,divorced,tertiary,no,372,yes,no,cellular,19,nov,225,5,-1,0,unknown,0
33052,49,technician,married,unknown,no,1359,no,no,cellular,17,apr,119,3,-1,0,unknown,0
9655,51,blue-collar,married,secondary,no,502,no,no,unknown,6,jun,93,2,-1,0,unknown,0
13135,25,self-employed,single,tertiary,no,-44,no,yes,cellular,8,jul,201,1,-1,0,unknown,0
2477,35,technician,single,secondary,no,2144,yes,no,unknown,13,may,188,2,-1,0,unknown,0
38831,31,blue-collar,married,primary,no,263,yes,no,cellular,18,may,75,4,-1,0,unknown,0
29136,26,management,single,tertiary,no,0,no,yes,cellular,2,feb,145,1,199,1,failure,0
21487,58,blue-collar,married,primary,no,309,no,no,cellular,19,aug,156,2,-1,0,unknown,0
4821,33,management,married,tertiary,no,3090,yes,no,unknown,21,may,162,1,-1,0,unknown,0
35381,55,services,married,secondary,no,0,no,no,cellular,7,may,110,1,-1,0,unknown,0
31560,35,admin.,married,secondary,no,3187,yes,no,cellular,3,apr,445,1,135,3,failure,0
37575,33,management,single,secondary,no,1615,yes,no,cellular,14,may,178,8,174,3,failure,0
30793,30,blue-collar,single,secondary,no,522,no,no,cellular,6,feb,197,3,-1,0,unknown,0
39546,32,services,single,secondary,no,995,yes,no,cellular,26,may,119,1,-1,0,unknown,0
37967,34,blue-collar,married,secondary,no,2542,yes,no,cellular,14,may,228,1,-1,0,unknown,0
44151,79,retired,divorced,primary,no,2787,no,no,telephone,13,jul,617,1,377,1,success,1
27211,37,management,married,tertiary,no,0,yes,no,cellular,21,nov,227,1,-1,0,unknown,0
4115,57,management,married,primary,no,0,no,no,unknown,19,may,455,1,-1,0,unknown,0
6051,39,blue-collar,married,primary,no,2805,yes,no,unknown,26,may,102,23,-1,0,unknown,0
17367,38,admin.,married,secondary,no,337,no,no,cellular,28,jul,624,4,-1,0,unknown,0
12142,46,blue-collar,married,unknown,no,83,no,no,unknown,20,jun,38,5,-1,0,unknown,0
44935,39,management,married,tertiary,no,2939,no,no,cellular,6,oct,608,1,99,3,failure,1
26366,30,blue-collar,married,secondary,no,501,yes,yes,cellular,20,nov,994,1,177,1,failure,1
34315,49,unemployed,married,secondary,no,207,no,no,telephone,4,may,181,2,-1,0,unknown,0
18050,41,blue-collar,divorced,primary,no,0,no,no,cellular,30,jul,509,2,-1,0,unknown,1
43305,38,housemaid,single,secondary,no,465,yes,no,cellular,16,mar,180,1,302,3,success,1
27795,43,technician,married,secondary,no,3049,no,no,cellular,28,jan,383,2,-1,0,unknown,0
21622,36,technician,married,secondary,no,0,no,no,cellular,19,aug,120,6,-1,0,unknown,0
13710,51,services,married,secondary,no,121,yes,no,cellular,10,jul,122,1,-1,0,unknown,0
12206,48,retired,single,primary,no,0,no,no,unknown,20,jun,9,16,-1,0,unknown,0
26282,33,blue-collar,married,primary,no,5151,yes,yes,cellular,20,nov,73,1,178,4,failure,0
44115,32,technician,single,unknown,no,491,no,no,cellular,9,jul,474,7,-1,0,unknown,1
24010,46,technician,married,secondary,no,591,no,no,telephone,29,aug,81,2,-1,0,unknown,0
41930,19,student,single,secondary,no,329,no,no,cellular,22,oct,252,2,-1,0,unknown,1
7255,31,technician,married,tertiary,no,8,no,no,unknown,29,may,71,5,-1,0,unknown,0
820,58,services,divorced,secondary,no,1109,yes,yes,unknown,7,may,180,1,-1,0,unknown,0
25591,30,blue-collar,married,secondary,no,8,yes,no,cellular,19,nov,473,1,-1,0,unknown,0
45047,69,retired,divorced,secondary,no,4189,no,no,cellular,18,oct,138,4,96,2,success,0
27194,44,services,single,secondary,no,762,no,yes,cellular,21,nov,778,1,-1,0,unknown,0
10408,54,retired,married,primary,no,2243,no,no,unknown,12,jun,281,1,-1,0,unknown,0
22944,35,management,married,tertiary,no,1285,no,no,cellular,26,aug,100,4,-1,0,unknown,0
5210,35,admin.,married,secondary,no,2238,yes,no,unknown,23,may,42,3,-1,0,unknown,0
39962,30,management,married,tertiary,no,2694,no,no,cellular,3,jun,192,1,-1,0,unknown,0
17751,36,technician,single,secondary,no,301,yes,yes,cellular,29,jul,367,1,-1,0,unknown,0
38091,30,entrepreneur,married,primary,no,386,yes,no,cellular,15,may,253,4,-1,0,unknown,0
19246,40,management,married,tertiary,no,3812,no,no,cellular,6,aug,58,4,-1,0,unknown,0
26323,46,blue-collar,married,secondary,no,3999,no,no,cellular,20,nov,202,1,-1,0,unknown,0
38382,47,self-employed,married,unknown,no,14,yes,no,cellular,15,may,142,1,-1,0,unknown,0
30839,35,management,married,tertiary,no,354,no,yes,cellular,9,feb,117,4,12,2,other,0
36383,50,blue-collar,married,primary,no,1549,yes,no,cellular,11,may,445,2,299,6,other,0
13158,31,self-employed,married,secondary,no,731,no,yes,cellular,8,jul,188,1,-1,0,unknown,0
9507,35,services,single,secondary,no,-2,no,no,unknown,6,jun,15,1,-1,0,unknown,0
42410,26,student,single,tertiary,no,294,no,no,cellular,4,dec,208,2,-1,0,unknown,1
27465,35,entrepreneur,married,primary,no,29397,yes,no,cellular,21,nov,166,1,-1,0,unknown,0
42742,38,blue-collar,single,secondary,no,0,no,no,cellular,27,jan,240,1,92,4,success,0
20770,58,retired,married,tertiary,no,1669,no,no,cellular,13,aug,109,2,-1,0,unknown,0
16587,29,admin.,married,secondary,no,544,no,yes,cellular,24,jul,97,2,-1,0,unknown,0
36012,43,self-employed,married,tertiary,yes,310,yes,no,cellular,11,may,84,7,-1,0,unknown,0
5251,35,self-employed,divorced,tertiary,no,1354,yes,no,unknown,23,may,736,2,-1,0,unknown,1
19484,56,management,married,tertiary,no,3120,yes,no,cellular,7,aug,666,2,-1,0,unknown,0
40333,43,blue-collar,married,primary,no,1518,no,no,cellular,17,jun,94,6,-1,0,unknown,0
45019,57,admin.,married,secondary,no,16873,no,no,cellular,14,oct,219,3,372,1,failure,0
29942,43,services,divorced,secondary,no,372,yes,yes,cellular,4,feb,618,2,274,2,failure,0
17539,45,management,married,unknown,no,1525,no,no,cellular,29,jul,36,2,-1,0,unknown,0
5720,31,management,divorced,tertiary,no,895,yes,no,unknown,26,may,202,1,-1,0,unknown,0
23859,56,management,married,tertiary,no,67,no,yes,cellular,29,aug,88,2,-1,0,unknown,0
10373,58,management,married,primary,no,0,no,no,unknown,12,jun,77,6,-1,0,unknown,0
26858,51,admin.,married,secondary,no,0,no,no,telephone,20,nov,96,5,-1,0,unknown,0
10328,36,services,single,primary,no,183,no,no,unknown,12,jun,167,5,-1,0,unknown,0
35375,30,blue-collar,married,secondary,no,-109,yes,yes,cellular,7,may,160,4,-1,0,unknown,0
34539,51,admin.,married,primary,no,2,yes,no,cellular,5,may,295,1,-1,0,unknown,0
20395,34,technician,single,tertiary,no,1039,no,no,cellular,11,aug,342,3,-1,0,unknown,0
41997,70,retired,married,secondary,no,616,no,no,cellular,27,oct,89,1,-1,0,unknown,0
43684,29,self-employed,single,tertiary,no,3290,no,no,cellular,12,may,430,1,50,3,success,1
42433,34,self-employed,single,secondary,no,360,yes,no,cellular,7,dec,371,1,-1,0,unknown,0
8218,42,technician,single,secondary,yes,-1129,yes,no,unknown,2,jun,555,5,-1,0,unknown,1
30570,54,self-employed,married,tertiary,no,542,no,no,telephone,6,feb,48,5,-1,0,unknown,0
37994,41,technician,single,secondary,no,200,yes,no,cellular,14,may,353,6,373,2,failure,0
284,30,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,5,2,-1,0,unknown,0
5093,35,services,married,secondary,no,1317,yes,no,unknown,21,may,69,4,-1,0,unknown,0
22108,44,management,married,secondary,no,0,no,no,cellular,21,aug,167,2,-1,0,unknown,0
24957,58,retired,divorced,secondary,no,63,no,no,cellular,18,nov,509,1,-1,0,unknown,0
20912,47,technician,married,secondary,no,599,yes,no,cellular,13,aug,99,3,-1,0,unknown,0
41261,23,student,single,secondary,no,8494,no,no,cellular,25,aug,158,2,-1,0,unknown,0
29469,27,technician,single,secondary,no,1235,no,no,cellular,3,feb,191,1,-1,0,unknown,0
40242,28,self-employed,single,secondary,no,1536,no,no,cellular,15,jun,294,3,-1,0,unknown,0
42984,70,retired,married,primary,no,579,no,no,cellular,11,feb,82,2,181,1,failure,0
5917,35,technician,single,secondary,no,-158,no,no,unknown,26,may,349,2,-1,0,unknown,0
16046,36,admin.,married,tertiary,no,0,yes,no,cellular,22,jul,62,1,-1,0,unknown,0
33812,36,admin.,married,secondary,no,0,yes,no,cellular,24,apr,83,2,-1,0,unknown,0
35171,36,blue-collar,married,secondary,no,89,yes,no,cellular,7,may,62,6,366,2,failure,0
26518,54,management,divorced,secondary,no,300,yes,no,cellular,20,nov,562,2,-1,0,unknown,1
24720,43,blue-collar,married,primary,no,197,yes,no,cellular,17,nov,48,2,-1,0,unknown,0
21915,37,technician,married,secondary,no,-318,no,no,cellular,20,aug,25,20,-1,0,unknown,0
13789,31,services,married,primary,no,46,no,no,cellular,10,jul,37,1,-1,0,unknown,0
6498,43,management,married,tertiary,no,1379,yes,no,unknown,27,may,383,3,-1,0,unknown,0
25243,36,technician,divorced,tertiary,no,1174,yes,no,cellular,18,nov,192,2,-1,0,unknown,0
10645,50,blue-collar,married,unknown,no,0,no,no,unknown,16,jun,599,3,-1,0,unknown,0
43929,45,technician,single,tertiary,no,2033,no,no,cellular,15,jun,243,5,285,2,success,1
22549,35,technician,married,secondary,no,712,yes,yes,cellular,22,aug,97,5,-1,0,unknown,0
26288,33,blue-collar,married,secondary,no,1402,no,no,cellular,20,nov,63,5,-1,0,unknown,0
25880,58,management,divorced,unknown,no,3498,no,no,cellular,19,nov,175,1,-1,0,unknown,0
17042,40,blue-collar,married,secondary,no,60,no,yes,cellular,25,jul,36,1,-1,0,unknown,0
36733,45,blue-collar,married,primary,no,353,yes,no,cellular,12,may,204,1,364,1,failure,0
656,41,services,married,unknown,no,4,no,no,unknown,6,may,284,2,-1,0,unknown,0
20576,55,management,married,tertiary,no,134,no,no,cellular,12,aug,1650,16,-1,0,unknown,0
28148,53,services,married,unknown,no,164,no,no,cellular,29,jan,139,1,-1,0,unknown,0
19696,50,blue-collar,married,secondary,no,283,yes,no,cellular,7,aug,226,3,-1,0,unknown,0
28338,36,admin.,single,secondary,no,268,no,yes,cellular,29,jan,719,1,-1,0,unknown,0
7085,41,blue-collar,married,secondary,no,1020,yes,no,unknown,29,may,276,1,-1,0,unknown,0
3413,58,admin.,divorced,secondary,no,1713,no,no,unknown,15,may,544,2,-1,0,unknown,0
5456,35,management,married,tertiary,no,341,yes,no,unknown,23,may,824,2,-1,0,unknown,0
32475,44,self-employed,single,secondary,no,125,yes,no,telephone,17,apr,109,3,-1,0,unknown,0
33201,34,blue-collar,married,primary,no,1217,yes,no,cellular,20,apr,142,2,328,3,failure,0
28681,34,blue-collar,married,secondary,no,34,no,no,cellular,30,jan,379,1,-1,0,unknown,0
26738,30,blue-collar,divorced,primary,no,511,yes,no,cellular,20,nov,157,3,-1,0,unknown,0
3532,36,blue-collar,single,primary,no,263,yes,no,unknown,15,may,172,2,-1,0,unknown,0
20639,30,management,single,tertiary,no,9634,no,no,cellular,12,aug,781,5,-1,0,unknown,0
12195,37,services,divorced,secondary,no,523,no,no,unknown,20,jun,35,7,-1,0,unknown,0
15306,46,entrepreneur,married,secondary,no,0,no,yes,cellular,18,jul,115,1,-1,0,unknown,0
27347,45,blue-collar,divorced,primary,no,942,no,no,cellular,21,nov,362,1,-1,0,unknown,0
37911,37,services,single,secondary,no,887,no,no,cellular,14,may,553,2,-1,0,unknown,0
35175,24,services,single,secondary,no,14,yes,no,cellular,7,may,241,1,-1,0,unknown,0
45189,25,services,single,secondary,no,199,no,no,cellular,16,nov,173,1,92,5,failure,0
27031,33,blue-collar,married,unknown,no,2655,yes,no,cellular,21,nov,195,1,-1,0,unknown,0
37715,39,technician,single,secondary,no,-237,yes,no,cellular,14,may,64,2,-1,0,unknown,0
12553,44,technician,divorced,secondary,no,303,yes,yes,unknown,3,jul,51,1,-1,0,unknown,0
803,37,blue-collar,single,secondary,no,238,yes,no,unknown,7,may,200,2,-1,0,unknown,0
13485,43,management,divorced,tertiary,no,-410,no,yes,cellular,9,jul,189,1,-1,0,unknown,0
2784,48,management,married,primary,no,247,yes,yes,unknown,14,may,145,1,-1,0,unknown,0
21235,52,blue-collar,married,primary,no,1271,no,no,cellular,18,aug,131,3,-1,0,unknown,0
39430,26,technician,married,tertiary,no,2026,no,no,cellular,22,may,43,1,-1,0,unknown,0
30117,26,student,single,secondary,no,1510,no,no,telephone,4,feb,58,3,-1,0,unknown,0
30424,46,services,married,tertiary,no,-780,no,yes,cellular,5,feb,128,1,-1,0,unknown,0
230,47,blue-collar,married,primary,no,-12,yes,no,unknown,5,may,18,1,-1,0,unknown,0
202,44,blue-collar,married,secondary,no,575,yes,no,unknown,5,may,477,1,-1,0,unknown,0
16096,39,self-employed,married,tertiary,no,127,no,no,cellular,22,jul,77,1,-1,0,unknown,0
2334,31,admin.,single,secondary,no,296,yes,no,unknown,13,may,161,1,-1,0,unknown,0
13607,34,services,married,secondary,no,81,yes,yes,cellular,9,jul,90,1,-1,0,unknown,0
17873,46,housemaid,married,secondary,no,271,yes,no,cellular,30,jul,1013,29,-1,0,unknown,1
26130,31,admin.,divorced,secondary,no,525,no,yes,telephone,19,nov,278,7,-1,0,unknown,0
20060,48,blue-collar,married,primary,no,104,no,no,cellular,8,aug,103,4,-1,0,unknown,0
